DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte,Description,Tests-1,Errors-1,Mean_Test_Time_(ms)-1,Test_Time_Standard_Deviation_(ms)-1,TPS-1,Mean_response_length-1,Response_bytes_per_second-1,Response_errors-1,Mean_time_to_resolve_host-1,Mean_time_to_establish_connection-1,Mean_time_to_first_byte-1,Description,Tests-2,Errors-2,Mean_Test_Time_(ms)-2,Test_Time_Standard_Deviation_(ms)-2,TPS-2,Mean_response_length-2,Response_bytes_per_second-2,Response_errors-2,Mean_time_to_resolve_host-2,Mean_time_to_establish_connection-2,Mean_time_to_first_byte-2
2026-04-09 13:16:25,50,538,0,187.32,95.937,269,649.333,174670.5,0,0,0.783,187.071,GET /api/v1/products (list),426,0,185.676,92.926,213,763.216,162565,0,0,0.772,185.425,GET /api/v1/products/{id} (detail),112,0,193.571,106.383,56,216.17,12105.5,0,0,0.821,193.33
2026-04-09 13:16:27,50,316,0,235.788,145.253,158,675.237,106687.5,0,0,1.003,235.411,GET /api/v1/products (list),256,0,226.984,135.685,128,782.727,100189,0,0,0.996,227.781,GET /api/v1/products/{id} (detail),60,0,273.35,175.572,30,216.617,6498.5,0,0,1.033,267.967
2026-04-09 13:16:29,50,539,0,183.484,96.782,269.5,603.475,162636.5,0,0,0.774,183.176,GET /api/v1/products (list),424,0,184.479,99.424,212,708.462,150194,0,0,0.802,185.851,GET /api/v1/products/{id} (detail),115,0,179.817,86.244,57.5,216.391,12442.5,0,0,0.67,173.313
2026-04-09 13:16:31,50,534,0,186.755,107.3,267,704.792,188179.5,0,0,0.863,186.39,GET /api/v1/products (list),426,0,186.298,107.104,213,828.563,176484,0,0,0.85,185.707,GET /api/v1/products/{id} (detail),108,0,188.556,108.048,54,216.583,11695.5,0,0,0.917,189.083
2026-04-09 13:16:33,50,527,0,192.051,98.501,263.5,649.924,171255,0,0,0.865,191.744,GET /api/v1/products (list),410,0,189.807,97.628,205,773.615,158591,0,0,0.876,189.763,GET /api/v1/products/{id} (detail),117,0,199.915,101.11,58.5,216.479,12664,0,0,0.829,198.684
2026-04-09 13:16:35,50,489,0,202.051,92.654,244.5,611.389,149484.5,0,0,0.982,201.796,GET /api/v1/products (list),402,0,201.893,91.134,201,696.774,140051.5,0,0,0.968,203.187,GET /api/v1/products/{id} (detail),87,0,202.782,99.372,43.5,216.851,9433,0,0,1.046,195.368
2026-04-09 13:16:37,50,514,0,195.356,94.366,257,717.792,184472.5,0,0,0.93,195.074,GET /api/v1/products (list),434,0,197.12,94.421,217,810.272,175829,0,0,0.922,194.021,GET /api/v1/products/{id} (detail),80,0,185.787,93.483,40,216.088,8643.5,0,0,0.975,200.787
2026-04-09 13:16:39,50,519,0,192.335,95.834,259.5,712.314,184845.5,0,0,0.848,192.081,GET /api/v1/products (list),420,0,195.069,99.159,210,829.024,174095,0,0,0.86,194.524,GET /api/v1/products/{id} (detail),99,0,180.737,79.165,49.5,217.182,10750.5,0,0,0.798,181.717
2026-04-09 13:16:41,50,520,0,192.94,101.464,260,648.794,168686.5,0,0,0.827,192.537,GET /api/v1/products (list),409,0,193.413,101.819,204.5,766.049,156657,0,0,0.836,192.88,GET /api/v1/products/{id} (detail),111,0,191.198,100.125,55.5,216.748,12029.5,0,0,0.793,191.27
2026-04-09 13:16:43,50,505,0,195.76,101.881,252.5,696.473,175859.5,0,0,0.978,195.436,GET /api/v1/products (list),427,0,198.145,101.998,213.5,784.244,167436,0,0,0.958,197.335,GET /api/v1/products/{id} (detail),78,0,182.705,100.239,39,215.987,8423.5,0,0,1.09,185.038
2026-04-09 13:16:45,50,512,0,195.389,101.076,256,709.982,181755.5,0,0,1.191,194.92,GET /api/v1/products (list),419,0,198.434,102.376,209.5,819.496,171684.5,0,0,1.198,199.344,GET /api/v1/products/{id} (detail),93,0,181.667,93.779,46.5,216.581,10071,0,0,1.161,174.989
2026-04-09 13:16:47,50,527,0,191.581,100.011,263.5,697.072,183678.5,0,0,0.968,191.304,GET /api/v1/products (list),433,0,188.367,101.428,216.5,801.416,173506.5,0,0,0.972,186.372,GET /api/v1/products/{id} (detail),94,0,206.383,91.761,47,216.426,10172,0,0,0.947,214.021
2026-04-09 13:16:49,50,532,0,185.393,107.155,266,679.303,180694.5,0,0,0.78,185.094,GET /api/v1/products (list),411,0,191.355,107.329,205.5,815.53,167591.5,0,0,0.779,189.803,GET /api/v1/products/{id} (detail),121,0,165.14,104.038,60.5,216.579,13103,0,0,0.785,169.099
2026-04-09 13:16:51,50,517,0,194.677,100.829,258.5,696.075,179935.5,0,0,0.756,194.387,GET /api/v1/products (list),417,0,194.062,99.875,208.5,811.074,169109,0,0,0.736,194.976,GET /api/v1/products/{id} (detail),100,0,197.24,104.676,50,216.53,10826.5,0,0,0.84,191.93
2026-04-09 13:16:53,50,533,0,188.812,100.412,266.5,597.839,159324,0,0,0.906,188.447,GET /api/v1/products (list),430,0,191.481,100.752,215,689.105,148157.5,0,0,0.912,188.791,GET /api/v1/products/{id} (detail),103,0,177.67,98.199,51.5,216.825,11166.5,0,0,0.883,187.01
2026-04-09 13:16:55,50,516,0,192.035,109.114,258,606.86,156570,0,0,0.694,191.812,GET /api/v1/products (list),408,0,194.963,107.377,204,710.279,144897,0,0,0.694,195.757,GET /api/v1/products/{id} (detail),108,0,180.972,114.766,54,216.167,11673,0,0,0.694,176.907
2026-04-09 13:16:57,50,525,0,192.333,99.1,262.5,726.032,190583.5,0,0,0.8,192.05,GET /api/v1/products (list),434,0,196.346,97.197,217,832.896,180738.5,0,0,0.806,195.894,GET /api/v1/products/{id} (detail),91,0,173.198,105.642,45.5,216.374,9845,0,0,0.769,173.714
2026-04-09 13:16:59,50,523,0,190.182,104.241,261.5,679.761,177757.5,0,0,0.759,189.933,GET /api/v1/products (list),424,0,190.007,105.369,212,787.88,167030.5,0,0,0.771,187.292,GET /api/v1/products/{id} (detail),99,0,190.929,99.264,49.5,216.707,10727,0,0,0.707,201.242
2026-04-09 13:17:01,50,528,0,188.884,96.567,264,652.083,172150,0,0,0.769,188.625,GET /api/v1/products (list),425,0,191.732,95.889,212.5,757.659,161002.5,0,0,0.776,190.028,GET /api/v1/products/{id} (detail),103,0,177.136,98.451,51.5,216.456,11147.5,0,0,0.738,182.835
2026-04-09 13:17:03,50,522,0,192.715,104.39,261,699.784,182643.5,0,0,0.828,192.45,GET /api/v1/products (list),426,0,193.758,103.899,213,808.61,172234,0,0,0.829,195.045,GET /api/v1/products/{id} (detail),96,0,188.083,106.419,48,216.865,10409.5,0,0,0.823,180.938
2026-04-09 13:17:05,50,520,0,191.419,102.719,260,718.281,186753,0,0,0.771,191.063,GET /api/v1/products (list),420,0,197.124,103.139,210,837.698,175916.5,0,0,0.774,193.238,GET /api/v1/products/{id} (detail),100,0,167.46,97.353,50,216.73,10836.5,0,0,0.76,181.93
2026-04-09 13:17:07,50,518,0,192.986,106.832,259,657.116,170193,0,0,0.703,192.72,GET /api/v1/products (list),421,0,197.359,107.277,210.5,758.637,159693,0,0,0.696,194.819,GET /api/v1/products/{id} (detail),97,0,174.01,102.748,48.5,216.495,10500,0,0,0.732,183.608
2026-04-09 13:17:09,50,533,0,189.887,98.121,266.5,667.833,177977.5,0,0,0.747,189.617,GET /api/v1/products (list),429,0,194.571,97.95,214.5,777.163,166701.5,0,0,0.758,193.879,GET /api/v1/products/{id} (detail),104,0,170.567,96.45,52,216.846,11276,0,0,0.702,172.038
2026-04-09 13:17:11,50,524,0,190.385,102.779,262,701.832,183880,0,0,0.683,190.141,GET /api/v1/products (list),425,0,196.056,100.887,212.5,814.944,173175.5,0,0,0.704,196.704,GET /api/v1/products/{id} (detail),99,0,166.04,107.176,49.5,216.253,10704.5,0,0,0.596,161.97
2026-04-09 13:17:13,50,530,0,188.521,100.4,265,700.474,185625.5,0,0,0.74,188.26,GET /api/v1/products (list),413,0,190.138,95.833,206.5,837.479,172939.5,0,0,0.777,189.027,GET /api/v1/products/{id} (detail),117,0,182.812,114.901,58.5,216.855,12686,0,0,0.607,185.556
2026-04-09 13:17:15,50,527,0,188.224,102.688,263.5,631.146,166307,0,0,0.816,187.966,GET /api/v1/products (list),414,0,193.713,103.729,207,744.295,154069,0,0,0.838,190.097,GET /api/v1/products/{id} (detail),113,0,168.115,96.138,56.5,216.602,12238,0,0,0.735,180.159
2026-04-09 13:17:17,50,537,0,185.557,98.572,268.5,699.609,187845,0,0,0.717,185.337,GET /api/v1/products (list),430,0,189.077,96.243,215,819.747,176245.5,0,0,0.726,188.405,GET /api/v1/products/{id} (detail),107,0,171.411,106.253,53.5,216.813,11599.5,0,0,0.682,173.009
2026-04-09 13:17:19,50,547,0,186.678,96.887,273.5,635.951,173932.5,0,0,0.676,186.43,GET /api/v1/products (list),425,0,191.494,99.01,212.5,756.254,160704,0,0,0.694,190.746,GET /api/v1/products/{id} (detail),122,0,169.902,87.04,61,216.861,13228.5,0,0,0.615,171.393
2026-04-09 13:17:21,50,536,0,185.61,105.528,268,667.815,178974.5,0,0,0.64,185.313,GET /api/v1/products (list),421,0,188.109,107.374,210.5,791.14,166535,0,0,0.627,191.76,GET /api/v1/products/{id} (detail),115,0,176.461,97.932,57.5,216.339,12439.5,0,0,0.687,161.713
2026-04-09 13:17:23,50,532,0,187.773,96.489,266,689.855,183501.5,0,0,0.675,187.479,GET /api/v1/products (list),422,0,191.256,98.541,211,813.145,171573.5,0,0,0.673,188.808,GET /api/v1/products/{id} (detail),110,0,174.409,86.892,55,216.873,11928,0,0,0.682,182.382
2026-04-09 13:17:25,50,542,0,184.616,100.661,271,622.089,168586,0,0,0.688,184.365,GET /api/v1/products (list),408,0,187.961,100.382,204,755.243,154069.5,0,0,0.681,191.267,GET /api/v1/products/{id} (detail),134,0,174.433,100.826,67,216.664,14516.5,0,0,0.709,163.351
2026-04-09 13:17:27,50,525,0,190.147,93.699,262.5,651.305,170967.5,0,0,0.674,189.865,GET /api/v1/products (list),428,0,190.502,91.285,214,749.818,160461,0,0,0.666,188.346,GET /api/v1/products/{id} (detail),97,0,188.577,103.669,48.5,216.629,10506.5,0,0,0.711,196.567
2026-04-09 13:17:29,50,528,0,189.854,105.02,264,676.725,178655.5,0,0,0.665,189.6,GET /api/v1/products (list),433,0,192.316,107.532,216.5,777.714,168375,0,0,0.665,193.231,GET /api/v1/products/{id} (detail),95,0,178.632,91.88,47.5,216.432,10280.5,0,0,0.663,173.053
2026-04-09 13:17:31,50,540,0,184.031,94.809,270,686.53,185363,0,0,0.624,183.754,GET /api/v1/products (list),441,0,186.773,95.759,220.5,792.07,174651.5,0,0,0.633,186.782,GET /api/v1/products/{id} (detail),99,0,171.818,89.443,49.5,216.394,10711.5,0,0,0.586,170.263
2026-04-09 13:17:33,50,522,0,192.322,105.542,261,642.322,167646,0,0,0.707,192.063,GET /api/v1/products (list),404,0,195.376,104.027,202,766.673,154868,0,0,0.703,193.136,GET /api/v1/products/{id} (detail),118,0,181.864,109.934,59,216.576,12778,0,0,0.72,188.39
2026-04-09 13:17:35,50,524,0,190.227,96.422,262,700.197,183451.5,0,0,0.958,189.918,GET /api/v1/products (list),423,0,190.615,96.538,211.5,815.7,172520.5,0,0,0.915,193.61,GET /api/v1/products/{id} (detail),101,0,188.604,95.919,50.5,216.455,10931,0,0,1.139,174.455
2026-04-09 13:17:37,50,533,0,189.591,102.175,266.5,640.647,170732.5,0,0,0.687,189.328,GET /api/v1/products (list),431,0,193.16,100.833,215.5,740.984,159682,0,0,0.68,194.61,GET /api/v1/products/{id} (detail),102,0,174.51,106.348,51,216.676,11050.5,0,0,0.716,167.01
2026-04-09 13:17:39,50,520,0,190.554,99.602,260,681.587,177212.5,0,0,0.708,190.313,GET /api/v1/products (list),422,0,192.313,102.424,211,789.616,166609,0,0,0.701,194.908,GET /api/v1/products/{id} (detail),98,0,182.98,85.992,49,216.398,10603.5,0,0,0.735,170.531
2026-04-09 13:17:41,50,534,0,187.412,103.712,267,654.728,174812.5,0,0,0.717,187.131,GET /api/v1/products (list),433,0,190.042,104.801,216.5,756.859,163860,0,0,0.702,189.568,GET /api/v1/products/{id} (detail),101,0,176.139,98.114,50.5,216.881,10952.5,0,0,0.782,176.683
2026-04-09 13:17:43,50,522,0,193.776,96.273,261,681.228,177800.5,0,0,0.715,193.485,GET /api/v1/products (list),412,0,197.803,93.659,206,805.388,165910,0,0,0.721,195.524,GET /api/v1/products/{id} (detail),110,0,178.691,104.116,55,216.191,11890.5,0,0,0.691,185.845
2026-04-09 13:17:45,50,519,0,191.324,87.12,259.5,677.162,175723.5,0,0,0.742,191.025,GET /api/v1/products (list),418,0,191.467,86.959,209,788.474,164791,0,0,0.737,193.663,GET /api/v1/products/{id} (detail),101,0,190.733,87.779,50.5,216.485,10932.5,0,0,0.762,180.109
2026-04-09 13:17:47,50,549,0,183.087,101.403,274.5,663.652,182172.5,0,0,0.734,182.845,GET /api/v1/products (list),423,0,187.693,103.227,211.5,796.901,168544.5,0,0,0.747,187.466,GET /api/v1/products/{id} (detail),126,0,167.627,93.376,63,216.317,13628,0,0,0.69,167.333
2026-04-09 13:17:49,50,528,0,189.386,100.595,264,632.911,167088.5,0,0,0.691,189.131,GET /api/v1/products (list),424,0,189.988,100.507,212,735.123,155846,0,0,0.696,191.748,GET /api/v1/products/{id} (detail),104,0,186.933,100.916,52,216.202,11242.5,0,0,0.673,178.462
2026-04-09 13:17:51,50,543,0,185.033,95.698,271.5,629.628,170944,0,0,0.669,184.737,GET /api/v1/products (list),407,0,186.747,96.406,203.5,767.658,156218.5,0,0,0.658,186.366,GET /api/v1/products/{id} (detail),136,0,179.904,93.358,68,216.551,14725.5,0,0,0.699,179.86
2026-04-09 13:17:53,50,527,0,185.516,101.107,263.5,624.602,164582.5,0,0,0.713,185.249,GET /api/v1/products (list),409,0,189.599,103.068,204.5,742.227,151785.5,0,0,0.719,189.166,GET /api/v1/products/{id} (detail),118,0,171.364,92.612,59,216.898,12797,0,0,0.695,171.669
2026-04-09 13:17:55,50,524,0,194.248,105.868,262,699.317,183221,0,0,0.66,194.002,GET /api/v1/products (list),409,0,198.655,109.247,204.5,835.015,170760.5,0,0,0.65,199.174,GET /api/v1/products/{id} (detail),115,0,178.574,91.15,57.5,216.704,12460.5,0,0,0.696,175.609
2026-04-09 13:17:57,50,537,0,184.488,91.949,268.5,676.812,181724,0,0,0.715,184.251,GET /api/v1/products (list),424,0,188.575,92.231,212,799.392,169471,0,0,0.715,186.087,GET /api/v1/products/{id} (detail),113,0,169.15,89.231,56.5,216.867,12253,0,0,0.717,177.363
2026-04-09 13:17:59,50,537,0,186.624,99.064,268.5,669.456,179749,0,0,0.682,186.369,GET /api/v1/products (list),433,0,188.7,98.759,216.5,778.289,168499.5,0,0,0.684,185.834,GET /api/v1/products/{id} (detail),104,0,177.981,99.863,52,216.337,11249.5,0,0,0.673,188.596
2026-04-09 13:18:01,50,544,0,183.27,91.807,272,606.068,164850.5,0,0,0.684,183.077,GET /api/v1/products (list),439,0,185.943,92.3,219.5,699.2,153474.5,0,0,0.69,184.196,GET /api/v1/products/{id} (detail),105,0,172.095,88.849,52.5,216.686,11376,0,0,0.657,178.4
2026-04-09 13:18:03,50,530,0,190.134,98.547,265,624.072,165379,0,0,0.64,189.817,GET /api/v1/products (list),430,0,192.521,100.134,215,718.823,154547,0,0,0.633,192.123,GET /api/v1/products/{id} (detail),100,0,179.87,90.693,50,216.64,10832,0,0,0.67,179.9
2026-04-09 13:18:05,50,530,0,185.485,104.15,265,745.658,197599.5,0,0,0.709,185.266,GET /api/v1/products (list),428,0,187.444,103.023,214,871.759,186556.5,0,0,0.694,186.918,GET /api/v1/products/{id} (detail),102,0,177.265,108.367,51,216.529,11043,0,0,0.775,178.333
2026-04-09 13:18:07,50,538,0,187.857,103.199,269,649.998,174849.5,0,0,0.649,187.602,GET /api/v1/products (list),433,0,187.326,101.544,216.5,755.111,163481.5,0,0,0.649,188.404,GET /api/v1/products/{id} (detail),105,0,190.048,109.731,52.5,216.533,11368,0,0,0.648,184.295
2026-04-09 13:18:09,50,543,0,184.733,97.094,271.5,734.761,199487.5,0,0,0.687,184.462,GET /api/v1/products (list),437,0,186.211,98.471,218.5,860.442,188006.5,0,0,0.68,179.586,GET /api/v1/products/{id} (detail),106,0,178.642,90.943,53,216.623,11481,0,0,0.717,204.566
2026-04-09 13:18:11,50,532,0,187.882,96.987,266,652.408,173540.5,0,0,0.652,187.618,GET /api/v1/products (list),436,0,190.268,96.667,218,748.317,163133,0,0,0.633,186.365,GET /api/v1/products/{id} (detail),96,0,177.042,97.693,48,216.823,10407.5,0,0,0.74,193.312
2026-04-09 13:18:13,50,548,0,182.828,93.77,274,674.657,184856,0,0,0.642,182.568,GET /api/v1/products (list),425,0,185.833,92.777,212.5,807.174,171524.5,0,0,0.631,186.158,GET /api/v1/products/{id} (detail),123,0,172.447,96.408,61.5,216.772,13331.5,0,0,0.683,170.163
2026-04-09 13:18:15,50,523,0,191.38,105.22,261.5,689.379,180272.5,0,0,0.652,191.119,GET /api/v1/products (list),421,0,194.85,107.014,210.5,803.917,169224.5,0,0,0.665,193.033,GET /api/v1/products/{id} (detail),102,0,177.059,96.15,51,216.627,11048,0,0,0.598,183.216
2026-04-09 13:18:17,50,540,0,183.957,101.012,270,715.98,193314.5,0,0,0.631,183.687,GET /api/v1/products (list),433,0,189.032,101.945,216.5,839.388,181727.5,0,0,0.64,189.711,GET /api/v1/products/{id} (detail),107,0,163.421,94.399,53.5,216.579,11587,0,0,0.598,159.308
2026-04-09 13:18:19,50,539,0,184.82,96.346,269.5,661.106,178168,0,0,0.662,184.577,GET /api/v1/products (list),432,0,187.093,95.218,216,771.218,166583,0,0,0.664,186.315,GET /api/v1/products/{id} (detail),107,0,175.645,100.247,53.5,216.542,11585,0,0,0.654,177.561
2026-04-09 13:18:21,50,546,0,184.485,105.437,273,618.518,168855.5,0,0,0.668,184.207,GET /api/v1/products (list),421,0,187.342,106.874,210.5,737.8,155307,0,0,0.663,183.888,GET /api/v1/products/{id} (detail),125,0,174.864,99.847,62.5,216.776,13548.5,0,0,0.688,185.28
2026-04-09 13:18:23,50,530,0,188.894,98.879,265,610.885,161884.5,0,0,0.651,188.704,GET /api/v1/products (list),417,0,190.779,96.026,208.5,717.753,149651.5,0,0,0.664,183.103,GET /api/v1/products/{id} (detail),113,0,181.938,108.479,56.5,216.513,12233,0,0,0.602,209.372
2026-04-09 13:18:25,50,526,0,187.471,94.387,263,675.561,177672.5,0,0,0.603,187.184,GET /api/v1/products (list),434,0,189.887,94.368,217,772.862,167711,0,0,0.594,187.906,GET /api/v1/products/{id} (detail),92,0,176.076,93.639,46,216.554,9961.5,0,0,0.641,183.783
2026-04-09 13:18:27,50,511,0,198.039,109.779,255.5,682.879,174475.5,0,0,0.595,197.757,GET /api/v1/products (list),412,0,201.26,110.983,206,794.915,163752.5,0,0,0.595,200.485,GET /api/v1/products/{id} (detail),99,0,184.636,103.547,49.5,216.626,10723,0,0,0.596,186.404
2026-04-09 13:18:29,50,550,0,181.147,95.436,275,704.636,193775,0,0,0.6,180.884,GET /api/v1/products (list),439,0,179.353,92.549,219.5,828.071,181761.5,0,0,0.579,183.235,GET /api/v1/products/{id} (detail),111,0,188.243,105.789,55.5,216.459,12013.5,0,0,0.685,171.586
2026-04-09 13:18:31,50,548,0,184.458,103.006,274,667.557,182910.5,0,0,0.558,184.234,GET /api/v1/products (list),445,0,187.8,105.755,222.5,771.917,171751.5,0,0,0.56,186.492,GET /api/v1/products/{id} (detail),103,0,170.019,88.732,51.5,216.68,11159,0,0,0.553,174.476
2026-04-09 13:18:33,50,530,0,188.119,103.351,265,672.289,178156.5,0,0,0.67,187.842,GET /api/v1/products (list),431,0,191.601,101.984,215.5,776.856,167412.5,0,0,0.668,189.606,GET /api/v1/products/{id} (detail),99,0,172.96,107.799,49.5,217.051,10744,0,0,0.677,180.162
2026-04-09 13:18:35,50,530,0,186.775,99.188,265,686.553,181936.5,0,0,0.645,186.536,GET /api/v1/products (list),429,0,189.24,101.503,214.5,797.07,170971.5,0,0,0.648,191.359,GET /api/v1/products/{id} (detail),101,0,176.307,87.916,50.5,217.129,10965,0,0,0.634,166.05
2026-04-09 13:18:37,50,530,0,190.374,105.145,265,674.275,178683,0,0,0.598,190.113,GET /api/v1/products (list),440,0,192.611,104.773,220,767.782,168912,0,0,0.593,192.664,GET /api/v1/products/{id} (detail),90,0,179.433,106.27,45,217.133,9771,0,0,0.622,177.644
2026-04-09 13:18:39,50,544,0,182.961,101.029,272,752.09,204568.5,0,0,0.61,182.748,GET /api/v1/products (list),450,0,184.936,101.423,225,863.891,194375.5,0,0,0.598,183.944,GET /api/v1/products/{id} (detail),94,0,173.511,98.575,47,216.872,10193,0,0,0.67,177.021
2026-04-09 13:18:41,50,541,0,184.959,99.728,270.5,694.579,187883.5,0,0,0.634,184.662,GET /api/v1/products (list),440,0,188.593,102.315,220,804.291,176944,0,0,0.648,189.255,GET /api/v1/products/{id} (detail),101,0,169.129,85.793,50.5,216.624,10939.5,0,0,0.574,164.653
2026-04-09 13:18:43,50,532,0,188.445,95.863,266,708.295,188406.5,0,0,0.632,188.195,GET /api/v1/products (list),429,0,192.636,95.874,214.5,826.413,177265.5,0,0,0.634,191.921,GET /api/v1/products/{id} (detail),103,0,170.99,93.824,51.5,216.33,11141,0,0,0.621,172.68
2026-04-09 13:18:45,50,538,0,185.405,99.461,269,609.513,163959,0,0,0.586,185.141,GET /api/v1/products (list),416,0,187.541,100.728,208,724.659,150729,0,0,0.565,187.889,GET /api/v1/products/{id} (detail),122,0,178.123,94.651,61,216.885,13230,0,0,0.656,175.77
2026-04-09 13:18:47,50,534,0,186.124,94.643,267,668.345,178448,0,0,0.618,185.876,GET /api/v1/products (list),437,0,190.19,91.314,218.5,768.586,167936,0,0,0.604,191.247,GET /api/v1/products/{id} (detail),97,0,167.804,106.471,48.5,216.742,10512,0,0,0.68,161.68
2026-04-09 13:18:49,50,545,0,184.024,96.097,272.5,652.017,177674.5,0,0,0.6,183.794,GET /api/v1/products (list),438,0,186.792,94.682,219,758.285,166064.5,0,0,0.6,185.838,GET /api/v1/products/{id} (detail),107,0,172.692,100.893,53.5,217.009,11610,0,0,0.598,175.43
2026-04-09 13:18:51,50,542,0,185.161,98.972,271,670.114,181601,0,0,0.638,184.913,GET /api/v1/products (list),430,0,190.891,98.2,215,788.253,169474.5,0,0,0.637,190.126,GET /api/v1/products/{id} (detail),112,0,163.161,98.842,56,216.545,12126.5,0,0,0.643,164.902
2026-04-09 13:18:53,50,525,0,189.061,105.955,262.5,615.149,161476.5,0,0,0.634,188.804,GET /api/v1/products (list),412,0,187.927,104.204,206,724.403,149227,0,0,0.648,188.235,GET /api/v1/products/{id} (detail),113,0,193.195,112.012,56.5,216.805,12249.5,0,0,0.584,190.876
2026-04-09 13:18:55,50,539,0,186.915,96.567,269.5,678.659,182898.5,0,0,0.688,186.69,GET /api/v1/products (list),418,0,190.67,95.453,209,812.414,169794.5,0,0,0.696,190.409,GET /api/v1/products/{id} (detail),121,0,173.942,99.232,60.5,216.595,13104,0,0,0.661,173.843
2026-04-09 13:18:57,50,548,0,181.856,94.906,274,670.814,183803,0,0,0.619,181.633,GET /api/v1/products (list),434,0,182.567,95.012,217,790.18,171469,0,0,0.62,181.668,GET /api/v1/products/{id} (detail),114,0,179.149,94.453,57,216.386,12334,0,0,0.614,181.5
